# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2016-10-12
# This file provides links between the genes in OMIM and other gene identifiers.
# THIS IS NOT A TABLE OF GENE-PHENOTYPE RELATIONSHIPS.
# MIM Number	MIM Entry Type (see FAQ 1.3 at https://omim.org/help/faq)	Entrez Gene ID (NCBI)	Approved Gene Symbol (HGNC)	Ensembl Gene ID (Ensembl)
616334	gene	55273	TMEM100	ENSG00000166292,ENST00000424486
616335	phenotype			
616336	gene	441282	AKR1B15	ENSG00000227471,ENST00000457545
616337	gene	122809	SOCS4	ENSG00000180008,ENST00000395472
616338	gene	347689	SOX2-OT	ENSG00000242808,ENST00000493116
616339	phenotype			
616340	phenotype			
616341	phenotype			
616342	phenotype			
616343	gene	102800311	TP53COR1	
616344	gene	153657	TTC23L	ENSG00000205838,ENST00000505624
616345	phenotype			
616346	phenotype			
616347	gene	56981	PRDM11	ENSG00000019485,ENST00000530656
616348	gene	57116	ZNF695	ENSG00000197472,ENST00000479214
616349	gene	8470	SORBS2	ENSG00000154556,ENST00000284776
616350	gene	100630918	PARTICL	
616351	phenotype			
616352	gene	84320	ACBD6	ENSG00000230124,ENST00000367595
616353	phenotype			
616354	phenotype			
616355	phenotype			
616356	gene	554202	MIR31HG	
616357	phenotype			
616358	gene	494328	MIR379	ENSG00000199088,ENST00000362218
616359	gene	84274	COQ5	ENSG00000110871,ENST00000288532
616360	gene	65084	TMEM135	ENSG00000166575,ENST00000305494
616361	phenotype	108353827		
616362	phenotype			
616363	gene	163778	SPRR4	ENSG00000184148,ENST00000328051
616364	phenotype			
616365	gene	55681	SCYL2	ENSG00000136021,ENST00000360820
616366	phenotype			
616367	phenotype			
616368	phenotype			
616369	moved/removed			
616370	phenotype			
616371	phenotype			
616372	gene	26094	DCAF4	ENSG00000119599,ENST00000358377
616373	phenotype			
616374	gene	57673	BEND3	ENSG00000178409,ENST00000369042
616375	gene	85451	UNK	ENSG00000132478,ENST00000589666
616376	gene	724026	MIR656	ENSG00000207959,ENST00000385224
616377	gene	58510	PRODH2	ENSG00000250799,ENST00000301175
616378	gene	51035	UBXN1	ENSG00000162191,ENST00000294119
616379	gene	26043	UBXN7	ENSG00000163960,ENST00000296328
616380	gene	22798	LAMB4	ENSG00000091128,ENST00000205386
616381	gene	55596	ZCCHC8	ENSG00000033030,ENST00000633063
616382	gene	79799	UGT2A3	ENSG00000135220,ENST00000251566
616383	gene	133688	UGT3A1	ENSG00000145626,ENST00000274278
616384	gene	167127	UGT3A2	ENSG00000168671,ENST00000282507
616385	gene	255167	LINC01018	ENSG00000250056,ENST00000505626
616386	gene	79734	KCTD17	ENSG00000100379,ENST00000402077
616387	gene	145837	DRAIC	
616388	gene	80019	UBTD1	ENSG00000165886,ENST00000370664
616389	phenotype			
616390	phenotype			
616391	gene	202151	RANBP3L	ENSG00000164188,ENST00000296604
616392	predominantly phenotypes	391037	SKINT1L	
616393	phenotype			
616394	phenotype			
616395	phenotype			
616396	gene	22955	SCMH1	ENSG00000010803,ENST00000372597
616397	gene	11264	PXMP4	ENSG00000101417,ENST00000409299
616398	phenotype			
616399	phenotype			
616400	phenotype			
616401	gene	54908	SPDL1	ENSG00000040275,ENST00000265295
616402	phenotype			
616403	gene	11257	TP53TG1	
616404	gene	25885	POLR1A	ENSG00000068654,ENST00000263857
616405	gene	22848	AAK1	ENSG00000115977,ENST00000409085
616406	gene	29920	PYCR2	ENSG00000143811,ENST00000343818
616407	phenotype			
616408	gene	65263	PYCRL	ENSG00000276657,ENST00000616663
616409	phenotype			
616410	phenotype			
616411	phenotype			
616412	gene	81567	TXNDC5	ENSG00000239264,ENST00000379757
616413	phenotype			
616414	phenotype			
616415	phenotype			
616416	gene	22859	ADGRL1	ENSG00000072071,ENST00000340736
616417	gene	23284	ADGRL3	ENSG00000150471,ENST00000512091
616418	phenotype			
616419	gene	64123	ADGRL4	ENSG00000162618,ENST00000370742
616420	phenotype			
616421	phenotype			
616422	gene	79736	TEFM	ENSG00000172171,ENST00000581216
616423	gene	22907	DHX30	ENSG00000132153,ENST00000445061
616424	gene	79918	SETD6	ENSG00000103037,ENST00000310682
616425	phenotype			
616426	gene	55125	CEP192	ENSG00000101639,ENST00000506447
616427	gene	642597	AKAIN1	ENSG00000231824,ENST00000434239
616428	phenotype			
616429	gene	203328	SUSD3	ENSG00000157303,ENST00000375472
616430	phenotype			
616431	gene	150763	GPAT2	ENSG00000186281,ENST00000434632
616432	gene	23370	ARHGEF18	ENSG00000104880,ENST00000359920
616433	phenotype			
616434	gene	9798	IST1	ENSG00000182149,ENST00000378799
616435	phenotype			
616436	phenotype			
616437	phenotype			
616438	gene	388121	TNFAIP8L3	ENSG00000183578,ENST00000327536
616439	phenotype			
616440	gene	140679	SLC32A1	ENSG00000101438,ENST00000217420
616441	gene	58495	OVOL2	ENSG00000125850,ENST00000278780
616442	gene	728361	OVOL3	ENSG00000105261,ENST00000633214
616443	gene	9205	ZMYM5	ENSG00000132950,ENST00000382907
616444	gene	9904	RBM19	ENSG00000122965,ENST00000261741
616445	phenotype			
616446	gene	163747	LEXM	ENSG00000162398,ENST00000358193
616447	gene	25962	KIAA1429	ENSG00000164944,ENST00000297591
616448	gene	201475	RAB12	ENSG00000206418,ENST00000329286
616449	phenotype			
616450	gene	79180	EFHD2	ENSG00000142634,ENST00000375980
616451	phenotype			
616452	phenotype			
616453	gene	23091	ZC3H13	ENSG00000123200,ENST00000242848
616454	gene	79797	ZNF408	ENSG00000175213,ENST00000311764
616455	phenotype			
616456	gene	83444	INO80B	ENSG00000115274,ENST00000233331
616457	phenotype			
616458	gene	59335	PRDM12	ENSG00000130711,ENST00000253008
616459	phenotype			
616460	phenotype			
616461	phenotype			
616462	phenotype			
616463	gene	7775	ZNF232	ENSG00000167840,ENST00000250076
616464	gene	11319	ECD	ENSG00000122882,ENST00000372979
616465	gene	55610	VPS50	ENSG00000004766,ENST00000251739
616466	gene	137970	UNC5D	ENSG00000156687,ENST00000453357
616467	gene	25911	DPCD	ENSG00000166171,ENST00000370151
616468	phenotype			
616469	phenotype			
616470	phenotype			
616471	phenotype			
616472	gene	9898	UBAP2L	ENSG00000143569,ENST00000361546
616473	gene	693143	MIR558	ENSG00000207653,ENST00000384920
616474	gene	7741	ZSCAN26	ENSG00000197062,ENST00000619937
616475	gene	55722	CEP72	ENSG00000112877,ENST00000264935
616476	gene	84871	AGBL4	ENSG00000186094,ENST00000371839
616477	gene	29982	NRBF2	ENSG00000148572,ENST00000277746
616478	gene	136332	LRGUK	ENSG00000155530,ENST00000285928
616479	phenotype			
616480	gene	57536	KIAA1328	ENSG00000150477,ENST00000280020
616481	phenotype			
616482	phenotype			
616483	phenotype			
616484	gene	30851	TAX1BP3	ENSG00000213977,ENST00000225525
616485	gene	49854	ZBTB21	ENSG00000173276,ENST00000398499
616486	phenotype			
616487	phenotype			
616488	phenotype			
616489	phenotype			
616490	phenotype			
616491	phenotype			
616492	gene	283673	EWSAT1	ENSG00000212766,ENST00000440444
616493	gene	23272	FAM208A	ENSG00000163946,ENST00000459993
616494	phenotype			
616495	gene	151188	ARL6IP6	ENSG00000177917,ENST00000326446
616496	gene	23306	NEMP1	ENSG00000166881,ENST00000300128
616497	gene	100131211	NEMP2	ENSG00000189362,ENST00000409150
616498	gene	162427	FAM134C	ENSG00000141699,ENST00000309428
616499	gene	94107	TMEM203	ENSG00000187713,ENST00000343666
616500	phenotype			
616501	phenotype			
616502	phenotype			
616503	phenotype			
616504	gene	57721	METTL14	ENSG00000145388,ENST00000388822
616505	phenotype			
616506	gene	79625	NDNF	ENSG00000173376,ENST00000379692
616507	phenotype			
616508	gene	201266	SLC39A11	ENSG00000282291,ENST00000632745
616509	phenotype			
616510	gene	64841	GNPNAT1	ENSG00000100522,ENST00000216410
616511	phenotype			
616512	gene	220441	RNF152	ENSG00000176641,ENST00000312828
616513	gene	23185	LARP4B	ENSG00000107929,ENST00000469487
616514	gene	348262	MCRIP1	ENSG00000225663,ENST00000576730
616515	phenotype			
616516	phenotype			
616517	phenotype			
616518	gene	145389	SLC38A6	ENSG00000139974,ENST00000267488
616519	gene	201626	PDE12	ENSG00000174840,ENST00000311180
616520	gene	23382	AHCYL2	ENSG00000158467,ENST00000474594
616521	phenotype			
616522	gene	84259	DCUN1D5	ENSG00000137692,ENST00000260247
616523	gene	9848	MFAP3L	ENSG00000198948,ENST00000361618
616524	gene	135932	TMEM139	ENSG00000178826,ENST00000359333
616525	gene	124565	SLC38A10	ENSG00000157637,ENST00000374759
616526	gene	151258	SLC38A11	ENSG00000169507,ENST00000303735
616527	gene	119392	SFR1	ENSG00000156384,ENST00000369729
616528	gene	375757	SWI5	ENSG00000175854,ENST00000608796
616529	gene	54915	YTHDF1	ENSG00000149658,ENST00000370339
616530	gene	64848	YTHDC2	ENSG00000047188,ENST00000161863
616531	phenotype			
616532	phenotype			
616533	gene	64794	DDX31	ENSG00000125485,ENST00000372159
616534	phenotype			
616535	phenotype			
616536	gene	128821	CST9L	ENSG00000101435,ENST00000376979
616537	gene	128434	VSTM2L	ENSG00000132821,ENST00000373461
616538	phenotype			
616539	phenotype			
616540	phenotype			
616541	phenotype			
616542	gene	219409	GSX1	ENSG00000169840,ENST00000302945
616543	gene	128822	CST9	ENSG00000173335,ENST00000376971
616544	phenotype			
616545	gene	10650	PRELID3A	ENSG00000141391,ENST00000336990
616546	phenotype			
616547	gene	254773	LYG2	ENSG00000185674,ENST00000409679
616548	gene	127018	LYPLAL1	ENSG00000143353,ENST00000366928
616549	phenotype			
616550	gene	83862	TMEM120A	ENSG00000189077,ENST00000493111
616551	gene	144404	TMEM120B	ENSG00000188735,ENST00000342607
616552	gene	138199	CARNMT1	ENSG00000156017,ENST00000376834
616553	phenotype			
616554	gene	200162	SPAG17	ENSG00000155761,ENST00000336338
616555	gene	9884	LRRC37A	ENSG00000176681,ENST00000320254
616556	gene	474170	LRRC37A2	ENSG00000274332,ENST00000614665
616557	gene	374819	LRRC37A3	ENSG00000176809,ENST00000334962
616558	gene	114659	LRRC37B	ENSG00000185158,ENST00000327564
616559	phenotype			
616560	gene	100130520		
616561	gene	64926	RASAL3	ENSG00000105122,ENST00000343625
616562	phenotype			
616563	gene	9748	SLK	ENSG00000065613,ENST00000335753
616564	phenotype			
616565	gene	374860	ANKRD30B	ENSG00000180777,ENST00000358984
616566	phenotype			
616567	gene	23604	DAPK2	ENSG00000035664,ENST00000457488
616568	phenotype			
616569	gene	51380	CSAD	ENSG00000139631,ENST00000475890
616570	phenotype			
616571	gene	348174	CLEC18A	ENSG00000157322,ENST00000288040
616572	gene	497190	CLEC18B	ENSG00000140839,ENST00000339953
616573	gene	283971	CLEC18C	ENSG00000157335,ENST00000569347
616574	gene	440574	MINOS1	ENSG00000173436,ENST00000322753
616575	gene	114823	LENG8	ENSG00000276458,ENST00000621306
616576	phenotype			
616577	phenotype			
616578	gene	22890	ZBTB1	ENSG00000126804,ENST00000358738
616579	phenotype			
616580	phenotype			
616581	gene	390245	KDM4E	ENSG00000235268,ENST00000450979
616582	gene	51599	LSR	ENSG00000105699,ENST00000602122
616583	phenotype			
616584	gene	26165	SPATA31A7	ENSG00000276040,ENST00000619167
616585	gene	89970	RSPRY1	ENSG00000159579,ENST00000394420
616586	phenotype			
616587	gene	79607	FAM118B	ENSG00000197798,ENST00000533050
616588	gene	200895	DHFR2	ENSG00000178700,ENST00000394221
616589	phenotype			
616590	gene	9925	ZBTB5	ENSG00000168795,ENST00000307750
616591	gene	201501	ZBTB7C	ENSG00000184828,ENST00000590800
616592	phenotype			
616593	gene	388581	FAM132A	ENSG00000184163,ENST00000330388
616594	gene	55616	ASAP3	ENSG00000282854,ENST00000634561
616595	gene	57621	ZBTB2	ENSG00000181472,ENST00000325144
616596	gene	55207	ARL8B	ENSG00000134108,ENST00000256496
616597	gene	127829	ARL8A	ENSG00000143862,ENST00000272217
616598	gene	118426	BORCS5	ENSG00000280689,ENST00000627374
616599	gene	54785	BORCS6	ENSG00000196544,ENST00000389017
616600	gene	119032	BORCS7	ENSG00000166275,ENST00000339834
616601	gene	729991	BORCS8	ENSG00000254901,ENST00000462790
616602	phenotype			
616603	phenotype			
616604	phenotype			
616605	gene	51527	GSKIP	ENSG00000100744,ENST00000556095
616606	phenotype			
616607	gene	84541	KBTBD8	ENSG00000163376,ENST00000417314
616608	gene	90355	C5orf30	ENSG00000181751,ENST00000319933
616609	gene	157378	TMEM65	ENSG00000164983,ENST00000297632
616610	gene	401237	CASC15	ENSG00000272168,ENST00000607048
616611	gene	645323	LINC00461	ENSG00000245526,ENST00000511014
616612	gene	646300	COL6A4P2	
616613	gene	131873	COL6A6	ENSG00000206384,ENST00000358511
616614	gene	54969	HPF1	ENSG00000056050,ENST00000393381
616615	gene	55790	CSGALNACT1	ENSG00000147408,ENST00000332246
616616	gene	55454	CSGALNACT2	ENSG00000169826,ENST00000374466
616617	phenotype			
616618	gene	91452	ACBD5	ENSG00000107897,ENST00000396271
616619	gene	344595	DUBR	ENSG00000243701,ENST00000490441
616620	gene	55759	WDR12	ENSG00000138442,ENST00000261015
616621	gene	55661	DDX27	ENSG00000124228,ENST00000371764
616622	phenotype			
616623	gene	9834	FAM30A	ENSG00000277059,ENST00000633661
616624	gene	55421	NCBP3	ENSG00000074356,ENST00000389005
616625	phenotype			
616626	gene	51148	CERCAM	ENSG00000167123,ENST00000420512
616627	gene	50512	PODXL2	ENSG00000114631,ENST00000342480
616628	gene	84792	FAM220A	ENSG00000178397,ENST00000313324
616629	phenotype			
616630	gene	140767	NRSN1	ENSG00000152954,ENST00000378491
616631	phenotype			
616632	phenotype			
616633	gene	57479	PRR12	ENSG00000126464,ENST00000418929
616634	gene	25992	SNED1	ENSG00000162804,ENST00000310397
616635	gene	50626	CYHR1	ENSG00000187954,ENST00000438911
616636	phenotype			
616637	gene	125058	TBC1D16	ENSG00000167291,ENST00000310924
616638	phenotype			
616639	gene	56978	PRDM8	ENSG00000152784,ENST00000415738
616640	phenotype			
616641	gene	50862	RNF141	ENSG00000110315,ENST00000265981
616642	gene	221477	C6orf89	ENSG00000198663,ENST00000359359
616643	gene	50810		ENSG00000166503,ENST00000299633
616644	gene	50624	CUZD1	ENSG00000138161,ENST00000368904
616645	phenotype			
616646	gene	147183	KRT25	ENSG00000204897,ENST00000312150
616647	phenotype			
616648	phenotype	106783499	OPA8	
616649	phenotype			
616650	gene	23247	KIAA0556	ENSG00000047578,ENST00000261588
616651	phenotype			
616652	phenotype			
616653	gene	25957	PNISR	ENSG00000132424,ENST00000492294
616654	phenotype			
616655	gene	23094	SIPA1L3	ENSG00000105738,ENST00000222345
616656	gene	54951	COMMD8	ENSG00000169019,ENST00000381571
616657	phenotype			
616658	gene	125988	C19orf70	ENSG00000174917,ENST00000309324
616659	gene	79735	TBC1D17	ENSG00000104946,ENST00000221543
616660	gene	84286	TMEM175	ENSG00000127419,ENST00000264771
616661	gene	22880	MORC2	ENSG00000133422,ENST00000397641
616662	gene	55623	THUMPD1	ENSG00000066654,ENST00000381337
616663	gene	727676	SNORD118	ENSG00000200463,ENST00000363593
616664	gene	692084	SNORD13	ENSG00000239039,ENST00000459299
616665	gene	6856	SYPL1	ENSG00000008282,ENST00000011473
616666	gene	124925	SEZ6	ENSG00000063015,ENST00000360295
616667	gene	26470	SEZ6L2	ENSG00000174938,ENST00000350527
616668	phenotype			
616669	phenotype			
616670	gene	23344	ESYT1	ENSG00000139641,ENST00000394048
616671	gene	51350	KRT76	ENSG00000185069,ENST00000332411
616672	phenotype			
616673	gene	220134	SKA1	ENSG00000154839,ENST00000285116
616674	gene	348235	SKA2	ENSG00000182628,ENST00000330137
616675	gene	353288	KRT26	ENSG00000186393,ENST00000335552
616676	gene	342574	KRT27	ENSG00000171446,ENST00000301656
616677	gene	162605	KRT28	ENSG00000173908,ENST00000306658
616678	gene	390792	KRT39	ENSG00000196859,ENST00000355612
616679	gene	125115	KRT40	ENSG00000262845,ENST00000576064
616680	phenotype			
616681	phenotype			
616682	phenotype			
616683	phenotype			
616684	phenotype			
616685	phenotype			
616686	gene	10492	SYNCRIP	ENSG00000135316,ENST00000369622
616687	phenotype			
616688	phenotype			
616689	phenotype			
616690	gene	9731	CEP104	ENSG00000116198,ENST00000378230
616691	gene	57488	ESYT2	ENSG00000117868,ENST00000251527
616692	gene	83850	ESYT3	ENSG00000158220,ENST00000389567
616693	gene	51802	ASIC5	ENSG00000256394,ENST00000537611
616694	gene	23392	KIAA0368	ENSG00000136813,ENST00000338205
616695	gene	51657	STYXL1	ENSG00000127952,ENST00000359697
616696	gene	9674	KIAA0040	ENSG00000235750,ENST00000444639
616697	phenotype			
616698	gene	51042	ZNF593	ENSG00000142684,ENST00000374266
616699	gene	51122	COMMD2	ENSG00000114744,ENST00000473414
616700	gene	23412	COMMD3	ENSG00000148444,ENST00000376836
616701	gene	54939	COMMD4	ENSG00000140365,ENST00000267935
616702	gene	51385	ZNF589	ENSG00000164048,ENST00000354698
616703	gene	149951	COMMD7	ENSG00000149600,ENST00000278980
616704	gene	51397	COMMD10	ENSG00000145781,ENST00000274458
616705	phenotype			
616706	gene	57097	PARP11	ENSG00000111224,ENST00000228820
616707	phenotype			
616708	phenotype			
616709	gene	51146	A4GNT	ENSG00000118017,ENST00000236709
616710	phenotype			
616711	gene	51347	TAOK3	ENSG00000135090,ENST00000392533
616712	gene	56910	STARD7	ENSG00000084090,ENST00000337288
616713	gene	51268	PIPOX	ENSG00000179761,ENST00000323372
616714	gene	26959	HBP1	ENSG00000105856,ENST00000222574
616715	gene	51075	TMX2	ENSG00000213593,ENST00000378312
616716	phenotype			
616717	gene	54881	TEX10	ENSG00000136891,ENST00000429235
616718	gene	51335	NGRN	ENSG00000182768,ENST00000331497
616719	phenotype			
616720	phenotype			
616721	phenotype			
616722	phenotype			
616723	phenotype			
616724	phenotype			
616725	gene	91351	DDX60L	ENSG00000181381,ENST00000511577
616726	phenotype			
616727	gene	112885	PHF21B	ENSG00000056487,ENST00000313237
616728	phenotype			
616729	gene	343171	OR2W3	ENSG00000238243,ENST00000360358
616730	phenotype			
616731	gene	341676	NEK5	ENSG00000197168,ENST00000355568
616732	phenotype			
616733	phenotype			
616734	phenotype			
616735	gene	51244	CCDC174	ENSG00000154781,ENST00000383794
616736	phenotype			
616737	phenotype			
616738	phenotype			
616739	phenotype			
616740	phenotype			
616741	gene	59336	PRDM13	ENSG00000112238,ENST00000369214
616742	gene	51602	NOP58	ENSG00000055044,ENST00000264279
616743	gene	57139	RGL3	ENSG00000205517,ENST00000380456
616744	phenotype			
616745	gene	91272	BOD1	ENSG00000145919,ENST00000311086
616746	gene	259282	BOD1L1	ENSG00000038219,ENST00000040738
616747	gene	56994	CHPT1	ENSG00000111666,ENST00000229266
616748	gene	377841	ENTPD8	ENSG00000188833,ENST00000344119
616749	phenotype			
616750	gene	84287	ZDHHC16	ENSG00000171307,ENST00000487315
616751	gene	10390	CEPT1	ENSG00000134255,ENST00000357172
616752	gene	51617		ENSG00000170091,ENST00000303177
616753	gene	57089	ENTPD7	ENSG00000198018,ENST00000370489
616754	phenotype			
616755	gene	55223	TRIM62	ENSG00000116525,ENST00000291416
616756	phenotype			
616757	gene	129303	TMEM150A	ENSG00000168890,ENST00000334462
616758	gene	126695	KDF1	ENSG00000175707,ENST00000320567
616759	gene	51070	NOSIP	ENSG00000142546,ENST00000596358
616760	phenotype			
616761	gene	9766	SUSD6	ENSG00000100647,ENST00000342745
616762	gene	126731	CCSAP	ENSG00000154429,ENST00000366687
616763	phenotype			
616764	gene	283537	SLC46A3	ENSG00000139508,ENST00000380814
616765	gene	148398	SAMD11	ENSG00000187634,ENST00000341065
616766	gene	56255	TMX4	ENSG00000125827,ENST00000246024
616767	gene	84290	CAPNS2	ENSG00000256812,ENST00000457326
616768	gene	347688	TUBB8	ENSG00000261456,ENST00000568584
616769	gene	56954	NIT2	ENSG00000114021,ENST00000394140
616770	gene	407000	MIR218-1	ENSG00000207732,ENST00000384999
616771	gene	407001	MIR218-2	ENSG00000207739,ENST00000385006
616772	gene	57134	MAN1C1	ENSG00000117643,ENST00000374332
616773	gene	374986	MIGA1	ENSG00000180488,ENST00000370791
616774	gene	84895	MIGA2	ENSG00000148343,ENST00000358369
616775	gene	257101	ZNF683	ENSG00000176083,ENST00000349618
616776	gene	128853	DUSP15	ENSG00000149599,ENST00000398084
616777	phenotype			
616778	gene	56940	DUSP22	ENSG00000112679,ENST00000344450
616779	phenotype			
616780	phenotype			
616781	phenotype			
616782	gene	51301	GCNT4	ENSG00000176928,ENST00000322348
616783	gene	127733	UBXN10	ENSG00000162543,ENST00000375099
616784	phenotype			
616785	gene	57157	PHTF2	ENSG00000006576,ENST00000422959
616786	gene	23005	MAPKBP1	ENSG00000137802,ENST00000457542
616787	gene	23059	CLUAP1	ENSG00000103351,ENST00000576634
616788	phenotype			
616789	phenotype			
616790	gene	57718	PPP4R4	ENSG00000278326,ENST00000619905
616791	gene	79605	PGBD5	ENSG00000177614,ENST00000391860
616792	phenotype	107181289		
616793	gene	64600	PLA2G2F	ENSG00000158786,ENST00000375102
616794	phenotype			
